instance,number,sup,cpm,mis,misr,dir,omega,class,comb. class,other class
50,39,4,61000,1.5,0.0,ia,3000.0,1,10.0,
50,40,3,32000,1.4,0.0,iv,3000.0,1,10.0,
50,41,3,40000,1.25,0.0,io,3000.0,1,10.0,
50,42,3,61000,1.5,0.0,io,3000.0,1,10.0,
50,43,3,61000,2.0,0.0,iv,3000.0,1,10.0,
50,44,4,3000,3.4,1.4,io,3000.0,1,10.0,
50,45,4,3000,2.3,0.45,ia,3000.0,1,10.0,
50,46,3,3000,6.3,0.0,ma,3000.0,1,10.0,
51,0,2,0,12.0,5.0,ao,3000.0,1,8.0,
51,1,2,0,34.0,3.0,aa,3000.0,1,8.0,
51,2,2,0,3.0,1.5,vo,3000.0,1,8.0,
51,3,2,0,5.5,0.75,va,3000.0,1,8.0,
51,4,3,0,130.0,9.4,ao,3000.0,1,8.0,
51,5,3,0,110.0,6.0,av,3000.0,1,8.0,
51,6,3,0,20.0,1.85,vo,3000.0,1,8.0,
51,7,3,0,19.0,1.2,vv,3000.0,1,8.0,
51,8,1,0,6.5,4.5,ao,3000.0,1,8.0,
51,9,1,0,2.3,1.3,vo,3000.0,1,8.0,
51,10,4,0,70.0,8.0,ao,3000.0,1,8.0,
51,11,4,0,60.0,5.5,aa,3000.0,1,8.0,
51,12,4,0,12.0,2.25,vo,3000.0,1,8.0,
51,13,4,0,8.0,1.5,va,3000.0,1,8.0,
51,14,1,6000,1.75,1.05,io,3000.0,1,8.0,
51,15,4,9000,1.2,0.0,io,3000.0,1,8.0,
51,16,4,9000,0.7,0.0,ia,3000.0,1,8.0,
51,17,4,27000,1.25,0.0,ia,3000.0,1,8.0,
51,18,4,32000,1.0,0.0,io,3000.0,1,8.0,
51,19,1,9000,0.9,0.0,io,3000.0,1,8.0,
51,20,2,3000,0.95,0.45,io,3000.0,1,8.0,
51,21,2,3000,3.4,0.3,ia,3000.0,1,8.0,
51,22,2,6000,2.85,1.1,io,3000.0,1,8.0,
51,23,2,6000,5.4,0.3,ia,3000.0,1,8.0,
51,24,2,9000,1.1,0.0,ia,3000.0,1,8.0,
51,25,3,3000,17.0,1.1,io,3000.0,1,8.0,
51,26,3,3000,14.0,0.4,iv,3000.0,1,8.0,
51,27,1,3000,0.45,0.3,io,3000.0,1,8.0,
51,28,3,6000,4.5,1.85,io,3000.0,1,8.0,
51,29,3,6000,6.5,0.7,iv,3000.0,1,8.0,
51,30,4,62000,2.9,0.0,io,3000.0,1,8.0,
51,31,3,9000,3.25,0.35,io,3000.0,1,8.0,
51,32,3,24000,1.2,0.45,io,3000.0,1,8.0,
51,33,3,24000,1.0,0.0,iv,3000.0,1,8.0,
51,34,3,40000,2.5,0.0,io,3000.0,1,8.0,
51,35,3,60000,2.75,0.0,iv,3000.0,1,8.0,
51,36,3,62000,2.5,0.0,io,3000.0,1,8.0,
51,37,4,3000,11.0,1.4,io,3000.0,1,8.0,
51,38,4,3000,8.0,0.45,ia,3000.0,1,8.0,
51,39,4,6000,2.75,1.25,io,3000.0,1,8.0,
51,40,4,6000,2.75,0.85,ia,3000.0,1,8.0,
51,41,3,3000,17.0,0.0,ma,3000.0,1,8.0,
52,0,2,0,70.0,0.0,ao,3000.0,4,7.0,
52,1,2,0,140.0,0.0,av,3000.0,4,7.0,
52,2,2,0,190.0,0.0,aa,3000.0,4,7.0,
52,3,2,0,14.0,0.0,vo,3000.0,4,7.0,
52,4,2,0,12.5,0.0,vv,3000.0,4,7.0,
52,5,2,0,29.0,0.0,va,3000.0,4,7.0,
52,6,1,0,42.5,0.0,ao,3000.0,4,7.0,
52,7,1,0,160.0,0.0,av,3000.0,4,7.0,
52,8,1,0,7.75,0.0,vo,3000.0,4,7.0,
52,9,1,0,21.5,0.0,vv,3000.0,4,7.0,
52,10,3,0,9.0,0.0,ao,3000.0,4,7.0,
52,11,3,0,8.0,0.0,aa,3000.0,4,7.0,
52,12,3,0,3.25,0.0,vo,3000.0,4,7.0,
52,13,3,0,1.9,0.0,va,3000.0,4,7.0,
52,14,1,6000,6.0,0.0,io,3000.0,4,7.0,
52,15,1,6000,2.25,0.0,iv,3000.0,4,7.0,
52,16,1,9000,2.5,0.0,io,3000.0,4,7.0,
52,17,1,9000,1.1,0.0,iv,3000.0,4,7.0,
52,18,1,12000,1.1,0.0,io,3000.0,4,7.0,
52,19,1,12000,1.1,0.0,iv,3000.0,4,7.0,
52,20,2,3000,5.5,0.0,io,3000.0,4,7.0,
52,21,2,3000,9.0,0.0,iv,3000.0,4,7.0,
52,22,2,3000,24.5,0.0,ia,3000.0,4,7.0,
52,23,1,3000,3.5,0.0,io,3000.0,4,7.0,
52,24,1,3000,21.0,0.0,iv,3000.0,4,7.0,
52,25,2,6000,10.0,0.0,io,3000.0,4,7.0,
52,26,2,6000,4.25,0.0,iv,3000.0,4,7.0,
52,27,2,6000,4.25,0.0,ia,3000.0,4,7.0,
52,28,3,9000,1.75,0.0,io,3000.0,4,7.0,
52,29,2,9000,1.85,0.0,io,3000.0,4,7.0,
52,30,2,9000,1.3,0.0,iv,3000.0,4,7.0,
52,31,2,9000,1.65,0.0,ia,3000.0,4,7.0,
52,32,2,12000,1.0,0.0,io,3000.0,4,7.0,
52,33,2,12000,1.75,0.0,iv,3000.0,4,7.0,
52,34,2,12000,1.0,0.0,ia,3000.0,4,7.0,
52,35,3,3000,0.5,0.0,io,3000.0,4,7.0,
52,36,3,6000,1.95,0.0,io,3000.0,4,7.0,
52,37,2,3000,24.5,0.0,ma,3000.0,4,7.0,
53,0,1,0,10.0,0.0,ao,3000.0,1,,
53,1,1,0,1.85,0.0,vo,3000.0,1,,
53,2,3,0,6.5,0.0,ao,3000.0,1,,
53,3,3,0,5.0,0.0,aa,3000.0,1,,
53,4,3,0,2.25,0.0,vo,3000.0,1,,
53,5,3,0,1.5,0.0,va,3000.0,1,,
53,6,2,0,12.5,0.0,ao,3000.0,1,,
53,7,2,0,10.0,0.0,av,3000.0,1,,
53,8,2,0,44.0,0.0,aa,3000.0,1,,
53,9,2,0,4.0,0.0,vo,3000.0,1,,
53,10,2,0,2.4,0.0,vv,3000.0,1,,
53,11,2,0,6.5,0.0,va,3000.0,1,,
53,12,2,6000,2.75,0.0,io,3000.0,1,,
53,13,2,6000,1.2,0.0,iv,3000.0,1,,
53,14,2,6000,2.0,0.0,ia,3000.0,1,,
53,15,2,3000,1.2,0.0,io,3000.0,1,,
53,16,2,3000,1.45,0.0,iv,3000.0,1,,
53,17,2,3000,5.5,0.0,ia,3000.0,1,,
53,18,1,3000,0.4,0.0,io,3000.0,1,,
53,19,3,6000,1.0,0.0,io,3000.0,1,,
53,20,3,6000,0.65,0.0,ia,3000.0,1,,
53,21,1,6000,1.4,0.0,io,3000.0,1,,
53,22,1,12000,0.3,0.0,io,3000.0,1,,
53,23,3,3000,0.7,0.0,io,3000.0,1,,
53,24,3,3000,0.65,0.0,ia,3000.0,1,,
53,25,2,3000,5.5,0.0,ma,3000.0,1,,
54,0,2,0,15.0,0.0,ao,3000.0,1,,
54,1,2,0,32.5,0.0,av,3000.0,1,,
54,2,2,0,12.5,0.0,aa,3000.0,1,,
54,3,2,0,4.25,0.0,vo,3000.0,1,,
54,4,2,0,5.5,0.0,vv,3000.0,1,,
54,5,2,0,2.75,0.0,va,3000.0,1,,
54,6,1,0,10.0,0.0,ao,3000.0,1,,
54,7,1,0,14.5,0.0,av,3000.0,1,,
54,8,1,0,35.0,0.0,aa,3000.0,1,,
54,9,1,0,3.85,0.0,vo,3000.0,1,,
54,10,1,0,3.0,0.0,vv,3000.0,1,,
54,11,1,0,6.0,0.0,va,3000.0,1,,
54,12,3,0,9.0,0.0,ao,3000.0,1,,
54,13,3,0,2.1,0.0,av,3000.0,1,,
54,14,3,0,3.2,0.0,vo,3000.0,1,,
54,15,1,6000,1.25,0.0,io,3000.0,1,,
54,16,1,6000,0.7,0.0,iv,3000.0,1,,
54,17,1,6000,1.1,0.0,ia,3000.0,1,,
54,18,2,27000,0.75,0.0,ia,3000.0,1,,
54,19,2,30000,0.45,0.0,io,3000.0,1,,
54,20,3,3000,0.8,0.0,io,3000.0,1,,
54,21,3,6000,1.55,0.0,io,3000.0,1,,
54,22,3,9000,0.7,0.0,io,3000.0,1,,
54,23,1,9000,1.65,0.0,io,3000.0,1,,
54,24,1,9000,1.1,0.0,iv,3000.0,1,,
54,25,1,9000,1.0,0.0,ia,3000.0,1,,
54,26,1,12000,1.85,0.0,io,3000.0,1,,
54,27,1,15000,0.55,0.0,iv,3000.0,1,,
54,28,1,15000,1.1,0.0,ia,3000.0,1,,
54,29,1,18000,0.7,0.0,io,3000.0,1,,
54,30,1,18000,0.5,0.0,iv,3000.0,1,,
54,31,1,18000,0.75,0.0,ia,3000.0,1,,
54,32,1,23000,0.75,0.0,io,3000.0,1,,
54,33,1,25000,0.35,0.0,iv,3000.0,1,,
54,34,1,27000,0.7,0.0,ia,3000.0,1,,
54,35,2,3000,2.1,0.0,io,3000.0,1,,
54,36,2,3000,4.0,0.0,iv,3000.0,1,,
54,37,2,3000,1.4,0.0,ia,3000.0,1,,
54,38,1,3000,1.0,0.0,io,3000.0,1,,
54,39,1,3000,1.75,0.0,iv,3000.0,1,,
54,40,1,3000,4.25,0.0,ia,3000.0,1,,
54,41,2,6000,1.3,0.0,io,3000.0,1,,
54,42,2,6000,0.8,0.0,iv,3000.0,1,,
54,43,2,6000,0.6,0.0,ia,3000.0,1,,
54,44,3,18000,1.2,0.0,io,3000.0,1,,
54,45,2,9000,1.3,0.0,io,3000.0,1,,
54,46,2,9000,1.25,0.0,iv,3000.0,1,,
54,47,2,12000,1.0,0.0,io,3000.0,1,,
54,48,2,12000,1.2,0.0,ia,3000.0,1,,
54,49,2,18000,2.0,0.0,io,3000.0,1,,
54,50,2,21000,0.7,0.0,io,3000.0,1,,
54,51,2,21000,1.75,0.0,iv,3000.0,1,,
54,52,2,21000,1.0,0.0,ia,3000.0,1,,
54,53,1,3000,4.25,0.0,ma,3000.0,1,,
55,0,2,0,14.5,0.0,ao,1500.0,1,7.0,
55,1,2,0,54.0,0.0,av,1500.0,1,7.0,
55,2,2,0,38.0,0.0,aa,1500.0,1,7.0,
55,3,2,0,1.3,0.0,vo,1500.0,1,7.0,
55,4,2,0,4.2,0.0,vv,1500.0,1,7.0,
55,5,2,0,3.4,0.0,va,1500.0,1,7.0,
55,6,1,0,10.0,0.0,ao,1500.0,1,7.0,
55,7,1,0,14.5,0.0,av,1500.0,1,7.0,
55,8,1,0,0.9,0.0,vo,1500.0,1,7.0,
55,9,1,0,1.2,0.0,vv,1500.0,1,7.0,
55,10,3,0,15.0,0.0,ao,1500.0,1,7.0,
55,11,3,0,45.0,0.0,av,1500.0,1,7.0,
55,12,3,0,3.3,0.0,vo,1500.0,1,7.0,
55,13,3,0,3.8,0.0,vv,1500.0,1,7.0,
55,14,4,0,10.0,0.0,ao,1500.0,1,7.0,
55,15,4,0,15.5,0.0,aa,1500.0,1,7.0,
55,16,4,0,3.1,0.0,vo,1500.0,1,7.0,
55,17,4,0,1.9,0.0,va,1500.0,1,7.0,
55,18,2,1500,1.1,0.0,io,1500.0,1,7.0,
55,19,2,1500,4.0,0.0,iv,1500.0,1,7.0,
55,20,2,1500,2.5,0.0,ia,1500.0,1,7.0,
55,21,2,3000,1.0,0.0,iv,1500.0,1,7.0,
55,22,2,3000,0.6,0.0,ia,1500.0,1,7.0,
55,23,2,30000,0.45,0.0,iv,1500.0,1,7.0,
55,24,2,30000,1.15,0.0,ia,1500.0,1,7.0,
55,25,2,24000,0.4,0.0,io,1500.0,1,7.0,
55,26,1,1500,0.8,0.0,iv,1500.0,1,7.0,
55,27,3,1500,1.1,0.0,io,1500.0,1,7.0,
55,28,3,1500,2.8,0.0,iv,1500.0,1,7.0,
55,29,4,31000,1.15,0.0,io,1500.0,1,7.0,
55,30,3,7500,1.65,0.0,iv,1500.0,1,7.0,
55,31,3,15000,1.25,0.0,io,1500.0,1,7.0,
55,32,3,15000,0.5,0.0,iv,1500.0,1,7.0,
55,33,3,30000,1.6,0.0,io,1500.0,1,7.0,
55,34,3,32000,0.95,0.0,iv,1500.0,1,7.0,
55,35,4,1500,0.5,0.0,io,1500.0,1,7.0,
55,36,4,1500,1.2,0.0,ia,1500.0,1,7.0,
55,37,4,7500,1.35,0.0,ia,1500.0,1,7.0,
55,38,4,15000,1.05,0.0,io,1500.0,1,7.0,
55,39,4,15000,0.6,0.0,ia,1500.0,1,7.0,
55,40,2,1500,4.0,0.0,ma,1500.0,1,7.0,
56,0,2,0,22.5,0.0,ao,3000.0,1,,
56,1,2,0,13.0,0.0,av,3000.0,1,,
56,2,2,0,13.0,0.0,aa,3000.0,1,,
56,3,2,0,13.0,0.0,vo,3000.0,1,,
56,4,2,0,9.0,0.0,vv,3000.0,1,,
56,5,2,0,6.0,0.0,va,3000.0,1,,
56,6,3,0,50.0,0.0,ao,3000.0,1,,
56,7,3,0,20.0,0.0,av,3000.0,1,,
56,8,3,0,15.0,0.0,vo,3000.0,1,,
56,9,3,0,7.5,0.0,vv,3000.0,1,,
56,10,1,0,10.5,0.0,ao,3000.0,1,,
56,11,1,0,8.5,0.0,av,3000.0,1,,
56,12,1,0,7.75,0.0,vo,3000.0,1,,
56,13,1,0,6.5,0.0,vv,3000.0,1,,
56,14,4,0,55.0,0.0,ao,3000.0,1,,
56,15,4,0,35.0,0.0,aa,3000.0,1,,
56,16,4,0,9.5,0.0,vo,3000.0,1,,
56,17,4,0,5.5,0.0,va,3000.0,1,,
56,18,1,9000,1.2,0.0,iv,3000.0,1,,
56,19,3,18000,4.5,0.0,io,3000.0,1,,
56,20,3,18000,6.5,0.0,iv,3000.0,1,,
56,21,3,21000,5.5,0.0,iv,3000.0,1,,
56,22,4,3000,8.0,0.0,io,3000.0,1,,
56,23,4,3000,4.5,0.0,ia,3000.0,1,,
56,24,4,18000,2.5,0.0,ia,3000.0,1,,
56,25,1,15000,6.0,0.0,io,3000.0,1,,
56,26,1,15000,4.5,0.0,iv,3000.0,1,,
56,27,1,18000,5.5,0.0,io,3000.0,1,,
56,28,1,18000,4.5,0.0,iv,3000.0,1,,
56,29,1,21000,2.75,0.0,io,3000.0,1,,
56,30,1,21000,2.5,0.0,iv,3000.0,1,,
56,31,2,3000,1.25,0.0,io,3000.0,1,,
56,32,2,3000,0.85,0.0,iv,3000.0,1,,
56,33,2,3000,0.7,0.0,ia,3000.0,1,,
56,34,2,9000,4.5,0.0,iv,3000.0,1,,
56,35,2,9000,4.5,0.0,ia,3000.0,1,,
56,36,2,12000,3.5,0.0,io,3000.0,1,,
56,37,2,15000,8.5,0.0,io,3000.0,1,,
56,38,1,3000,0.5,0.0,io,3000.0,1,,
56,39,1,3000,0.45,0.0,iv,3000.0,1,,
56,40,2,18000,4.0,0.0,io,3000.0,1,,
56,41,2,18000,2.0,0.0,iv,3000.0,1,,
56,42,2,18000,2.5,0.0,ia,3000.0,1,,
56,43,4,21000,4.5,0.0,io,3000.0,1,,
56,44,2,21000,3.5,0.0,io,3000.0,1,,
56,45,2,21000,5.0,0.0,iv,3000.0,1,,
56,46,2,21000,2.0,0.0,ia,3000.0,1,,
56,47,2,24000,5.0,0.0,iv,3000.0,1,,
56,48,3,3000,8.0,0.0,io,3000.0,1,,
56,49,3,3000,3.2,0.0,iv,3000.0,1,,
56,50,3,12000,2.5,0.0,io,3000.0,1,,
56,51,3,15000,3.5,0.0,io,3000.0,1,,
56,52,2,15000,8.5,0.0,ma,3000.0,1,,
57,0,1,0,13.5,0.0,ao,1500.0,1,10.0,
57,1,1,0,12.0,0.0,av,1500.0,1,10.0,
57,2,1,0,1.9,0.0,vo,1500.0,1,10.0,
57,3,1,0,1.65,0.0,vv,1500.0,1,10.0,
57,4,2,0,19.0,0.0,ao,1500.0,1,10.0,
57,5,2,0,29.0,0.0,aa,1500.0,1,10.0,
57,6,2,0,2.65,0.0,vo,1500.0,1,10.0,
57,7,2,0,3.2,0.0,va,1500.0,1,10.0,
57,8,3,0,65.0,0.0,ao,1500.0,1,10.0,
57,9,3,0,21.0,0.0,av,1500.0,1,10.0,
57,10,3,0,8.5,0.0,vo,1500.0,1,10.0,
57,11,3,0,4.25,0.0,vv,1500.0,1,10.0,
57,12,4,0,20.0,0.0,ao,1500.0,1,10.0,
57,13,4,0,17.5,0.0,aa,1500.0,1,10.0,
57,14,4,0,4.25,0.0,vo,1500.0,1,10.0,
57,15,4,0,6.5,0.0,va,1500.0,1,10.0,
57,16,1,1500,0.7,0.0,io,1500.0,1,10.0,
57,17,1,1500,0.8,0.0,iv,1500.0,1,10.0,
57,18,3,28000,0.7,0.0,io,1500.0,1,10.0,
57,19,3,30000,0.3,0.0,iv,1500.0,1,10.0,
57,20,4,1500,0.9,0.0,io,1500.0,1,10.0,
57,21,4,1500,0.3,0.0,ia,1500.0,1,10.0,
57,22,4,4500,0.7,0.0,ia,1500.0,1,10.0,
57,23,4,7500,1.25,0.0,io,1500.0,1,10.0,
57,24,4,7500,2.2,0.0,ia,1500.0,1,10.0,
57,25,4,9000,1.0,0.0,io,1500.0,1,10.0,
57,26,4,9000,1.1,0.0,ia,1500.0,1,10.0,
57,27,4,30000,1.25,0.0,ia,1500.0,1,10.0,
57,28,1,3000,0.35,0.0,io,1500.0,1,10.0,
57,29,4,32000,1.0,0.0,io,1500.0,1,10.0,
57,30,1,4500,0.45,0.0,iv,1500.0,1,10.0,
57,31,1,6000,0.4,0.0,iv,1500.0,1,10.0,
57,32,1,7500,0.95,0.0,io,1500.0,1,10.0,
57,33,1,9000,0.6,0.0,io,1500.0,1,10.0,
57,34,1,30000,0.35,0.0,iv,1500.0,1,10.0,
57,35,2,1500,1.4,0.0,io,1500.0,1,10.0,
57,36,2,1500,2.4,0.0,ia,1500.0,1,10.0,
57,37,2,7500,1.45,0.0,io,1500.0,1,10.0,
57,38,2,7500,1.2,0.0,ia,1500.0,1,10.0,
57,39,2,9000,0.9,0.0,io,1500.0,1,10.0,
57,40,2,30000,0.35,0.0,ia,1500.0,1,10.0,
57,41,3,1500,4.5,0.0,io,1500.0,1,10.0,
57,42,3,1500,0.9,0.0,iv,1500.0,1,10.0,
57,43,3,7500,3.0,0.0,io,1500.0,1,10.0,
57,44,3,7500,1.75,0.0,iv,1500.0,1,10.0,
57,45,3,9000,1.6,0.0,iv,1500.0,1,10.0,
57,46,3,15000,0.8,0.0,io,1500.0,1,10.0,
57,47,3,1500,4.5,0.0,ma,1500.0,1,10.0,
58,0,2,0,1.75,0.0,ao,3000.0,4,7.0,
58,1,2,0,1.75,0.0,av,3000.0,4,7.0,
58,2,2,0,90.0,0.0,aa,3000.0,4,7.0,
58,3,2,0,0.6,0.0,vo,3000.0,4,7.0,
58,4,2,0,0.4,0.0,vv,3000.0,4,7.0,
58,5,2,0,14.0,0.0,va,3000.0,4,7.0,
58,6,1,0,14.0,0.0,ao,3000.0,4,7.0,
58,7,1,0,65.0,0.0,av,3000.0,4,7.0,
58,8,1,0,2.75,0.0,vo,3000.0,4,7.0,
58,9,1,0,10.5,0.0,vv,3000.0,4,7.0,
58,10,1,6000,2.1,0.0,io,3000.0,4,7.0,
58,11,1,6000,0.85,0.0,iv,3000.0,4,7.0,
58,12,1,3000,1.4,0.0,io,3000.0,4,7.0,
58,13,1,3000,10.5,0.0,iv,3000.0,4,7.0,
58,14,1,27000,0.45,0.0,io,3000.0,4,7.0,
58,15,2,6000,0.9,0.0,ia,3000.0,4,7.0,
58,16,1,30000,0.9,0.0,iv,3000.0,4,7.0,
58,17,2,3000,13.5,0.0,ia,3000.0,4,7.0,
58,18,2,3000,13.5,0.0,ma,3000.0,4,7.0,
59,0,3,0,24.0,0.0,ao,3000.0,1,,3.0
59,1,3,0,15.0,0.0,aa,3000.0,1,,3.0
59,2,3,0,6.25,0.0,vo,3000.0,1,,3.0
59,3,3,0,4.5,0.0,va,3000.0,1,,3.0
59,4,2,0,15.0,0.0,ao,3000.0,1,,3.0
59,5,2,0,70.0,0.0,aa,3000.0,1,,3.0
59,6,2,0,4.0,0.0,vo,3000.0,1,,3.0
59,7,2,0,12.0,0.0,va,3000.0,1,,3.0
59,8,4,0,19.0,0.0,ao,3000.0,1,,3.0
59,9,4,0,4.5,0.0,aa,3000.0,1,,3.0
59,10,4,0,6.5,0.0,vo,3000.0,1,,3.0
59,11,4,0,1.4,0.0,va,3000.0,1,,3.0
59,12,1,0,10.0,0.0,ao,3000.0,1,,3.0
59,13,1,0,57.5,0.0,av,3000.0,1,,3.0
59,14,1,0,3.0,0.0,vo,3000.0,1,,3.0
59,15,1,0,8.5,0.0,vv,3000.0,1,,3.0
59,16,1,6000,2.35,0.0,io,3000.0,1,,3.0
59,17,1,6000,0.75,0.0,iv,3000.0,1,,3.0
59,18,4,15000,0.7,0.0,io,3000.0,1,,3.0
59,19,1,9000,0.45,0.0,io,3000.0,1,,3.0
59,20,2,3000,1.75,0.0,io,3000.0,1,,3.0
59,21,2,3000,10.0,0.0,ia,3000.0,1,,3.0
59,22,2,6000,2.6,0.0,io,3000.0,1,,3.0
59,23,2,6000,0.9,0.0,ia,3000.0,1,,3.0
59,24,2,24000,0.4,0.0,io,3000.0,1,,3.0
59,25,3,3000,2.2,0.0,io,3000.0,1,,3.0
59,26,3,3000,1.5,0.0,ia,3000.0,1,,3.0
59,27,3,6000,5.5,0.0,io,3000.0,1,,3.0
59,28,3,6000,3.75,0.0,ia,3000.0,1,,3.0
59,29,1,3000,0.7,0.0,io,3000.0,1,,3.0
59,30,1,3000,8.5,0.0,iv,3000.0,1,,3.0
59,31,3,9000,1.5,0.0,io,3000.0,1,,3.0
59,32,3,9000,1.2,0.0,ia,3000.0,1,,3.0
59,33,4,27000,0.6,0.0,ia,3000.0,1,,3.0
59,34,3,15000,1.6,0.0,io,3000.0,1,,3.0
59,35,3,15000,1.0,0.0,ia,3000.0,1,,3.0
59,36,3,25000,0.9,0.0,ia,3000.0,1,,3.0
59,37,3,26000,1.0,0.0,io,3000.0,1,,3.0
59,38,4,3000,0.7,0.0,io,3000.0,1,,3.0
59,39,4,3000,0.6,0.0,ia,3000.0,1,,3.0
59,40,4,6000,3.5,0.0,io,3000.0,1,,3.0
59,41,4,6000,0.5,0.0,ia,3000.0,1,,3.0
59,42,4,9000,0.9,0.0,io,3000.0,1,,3.0
59,43,2,3000,10.0,0.0,ma,3000.0,1,,3.0
60,0,2,0,16.5,0.0,ao,3000.0,4,7.0,
60,1,2,0,10.0,0.0,av,3000.0,4,7.0,
60,2,2,0,38.0,0.0,aa,3000.0,4,7.0,
60,3,2,0,4.75,0.0,vo,3000.0,4,7.0,
60,4,2,0,4.0,0.0,vv,3000.0,4,7.0,
60,5,2,0,6.25,0.0,va,3000.0,4,7.0,
60,6,1,0,13.5,0.0,ao,3000.0,4,7.0,
60,7,1,0,27.5,0.0,av,3000.0,4,7.0,
60,8,1,0,4.5,0.0,vo,3000.0,4,7.0,
60,9,1,0,4.5,0.0,vv,3000.0,4,7.0,
60,10,1,6000,3.8,0.0,io,3000.0,4,7.0,
60,11,1,6000,0.6,0.0,iv,3000.0,4,7.0,
60,12,1,24000,1.0,0.0,io,3000.0,4,7.0,
60,13,1,24000,1.75,0.0,iv,3000.0,4,7.0,
60,14,1,3000,0.75,0.0,io,3000.0,4,7.0,
60,15,1,3000,4.0,0.0,iv,3000.0,4,7.0,
60,16,2,3000,1.5,0.0,io,3000.0,4,7.0,
60,17,2,3000,0.9,0.0,iv,3000.0,4,7.0,
60,18,2,3000,5.5,0.0,ia,3000.0,4,7.0,
60,19,2,24000,2.0,0.0,iv,3000.0,4,7.0,
60,20,2,24000,0.9,0.0,ia,3000.0,4,7.0,
60,21,2,6000,4.5,0.0,io,3000.0,4,7.0,
60,22,2,6000,0.4,0.0,iv,3000.0,4,7.0,
60,23,2,6000,0.6,0.0,ia,3000.0,4,7.0,
60,24,2,18000,2.5,0.0,iv,3000.0,4,7.0,
60,25,2,3000,5.5,0.0,ma,3000.0,4,7.0,
61,0,3,0,130.0,0.0,ao,3000.0,1,,
61,1,3,0,45.0,0.0,av,3000.0,1,,
61,2,3,0,19.0,0.0,vo,3000.0,1,,
61,3,3,0,11.0,0.0,vv,3000.0,1,,
61,4,1,0,160.0,0.0,ao,3000.0,1,,
61,5,1,0,22.5,0.0,av,3000.0,1,,
61,6,1,0,27.0,0.0,vo,3000.0,1,,
61,7,1,0,3.75,0.0,vv,3000.0,1,,
61,8,4,0,130.0,0.0,ao,3000.0,1,,
61,9,4,0,35.0,0.0,aa,3000.0,1,,
61,10,4,0,19.0,0.0,vo,3000.0,1,,
61,11,4,0,8.5,0.0,va,3000.0,1,,
61,12,2,0,150.0,0.0,ao,3000.0,1,,
61,13,2,0,80.0,0.0,aa,3000.0,1,,
61,14,2,0,24.0,0.0,vo,3000.0,1,,
61,15,2,0,14.0,0.0,va,3000.0,1,,
61,16,1,6000,2.5,0.0,io,3000.0,1,,
61,17,1,6000,2.5,0.0,iv,3000.0,1,,
61,18,4,3000,16.5,0.0,io,3000.0,1,,
61,19,4,3000,3.25,0.0,ia,3000.0,1,,
61,20,4,6000,2.2,0.0,io,3000.0,1,,
61,21,4,6000,2.1,0.0,ia,3000.0,1,,
61,22,4,9000,1.5,0.0,io,3000.0,1,,
61,23,4,9000,1.2,0.0,ia,3000.0,1,,
61,24,4,12000,1.0,0.0,ia,3000.0,1,,
61,25,1,9000,0.9,0.0,io,3000.0,1,,
61,26,1,9000,1.1,0.0,iv,3000.0,1,,
61,27,1,12000,0.75,0.0,io,3000.0,1,,
61,28,1,12000,0.9,0.0,iv,3000.0,1,,
61,29,2,3000,23.0,0.0,io,3000.0,1,,
61,30,2,3000,11.0,0.0,ia,3000.0,1,,
61,31,2,6000,1.25,0.0,io,3000.0,1,,
61,32,2,6000,3.5,0.0,ia,3000.0,1,,
61,33,1,3000,26.0,0.0,io,3000.0,1,,
61,34,1,3000,1.5,0.0,iv,3000.0,1,,
61,35,2,12000,2.0,0.0,io,3000.0,1,,
61,36,4,15000,1.5,0.0,ia,3000.0,1,,
61,37,2,21000,0.75,0.0,ia,3000.0,1,,
61,38,3,3000,15.0,0.0,io,3000.0,1,,
61,39,3,3000,6.5,0.0,iv,3000.0,1,,
61,40,3,6000,5.5,0.0,io,3000.0,1,,
61,41,3,6000,5.5,0.0,iv,3000.0,1,,
61,42,3,9000,4.5,0.0,io,3000.0,1,,
61,43,3,9000,2.5,0.0,iv,3000.0,1,,
61,44,3,12000,2.5,0.0,iv,3000.0,1,,
61,45,3,15000,2.5,0.0,iv,3000.0,1,,
61,46,3,27000,2.75,0.0,io,3000.0,1,,
61,47,3,36000,2.0,0.0,iv,3000.0,1,,
61,48,1,3000,26.0,0.0,ma,3000.0,1,,
62,0,2,0,24.0,0.0,ao,1500.0,1,,
62,1,2,0,23.5,0.0,av,1500.0,1,,
62,2,2,0,52.0,0.0,aa,1500.0,1,,
62,3,2,0,2.45,0.0,vo,1500.0,1,,
62,4,2,0,2.3,0.0,vv,1500.0,1,,
62,5,2,0,4.0,0.0,va,1500.0,1,,
62,6,3,0,45.0,0.0,ao,1500.0,1,,
62,7,3,0,37.5,0.0,aa,1500.0,1,,
62,8,3,0,3.2,0.0,vo,1500.0,1,,
62,9,3,0,3.5,0.0,va,1500.0,1,,
62,10,1,0,35.0,0.0,ao,1500.0,1,,
62,11,1,0,60.0,0.0,av,1500.0,1,,
62,12,1,0,3.6,0.0,vo,1500.0,1,,
62,13,1,0,4.6,0.0,vv,1500.0,1,,
62,14,1,3000,0.85,0.0,io,1500.0,1,,
62,15,1,10500,0.6,0.0,iv,1500.0,1,,
62,16,1,16000,1.3,0.0,io,1500.0,1,,
62,17,1,18000,0.5,0.0,iv,1500.0,1,,
